dataset,method,recipe_name,topovar,num_orderings_used
captaincookrecipes,ares,blenderbananapancakes,0.03629079859976279,10
captaincookrecipes,ares,breakfastburritos,0.04311245703411945,10
captaincookrecipes,ares,broccolistirfry,0.0818308066013112,10
captaincookrecipes,ares,buttercorncup,0.040254541717305754,10
captaincookrecipes,ares,capresebruschetta,0.048908351103205426,10
captaincookrecipes,ares,cheesepimiento,0.041851655362511515,10
captaincookrecipes,ares,coffee,0.05194170992371671,10
captaincookrecipes,ares,cucumberraita,0.0713537556689068,10
captaincookrecipes,ares,dressedupmeatballs,0.06046499666576527,10
captaincookrecipes,ares,herbomeletwithfriedtomatoes,0.05113537151398657,10
captaincookrecipes,ares,microwaveeggsandwich,0.05555110548720714,10
captaincookrecipes,ares,microwavefrenchtoast,0.04096157535864489,10
captaincookrecipes,ares,microwavemugpizza,0.008501880787037038,10
captaincookrecipes,ares,mugcake,0.035317921215091176,10
captaincookrecipes,ares,panfriedtofu,0.044771935484775385,10
captaincookrecipes,ares,pinwheels,0.020715926810381806,9
captaincookrecipes,ares,ramen,0.044347643932760784,10
captaincookrecipes,ares,sautedmushrooms,0.026502966208073464,10
captaincookrecipes,ares,scrambledeggs,0.02097392377098398,10
captaincookrecipes,ares,spicedhotchocolate,0.0019916765831464044,6
captaincookrecipes,ares,spicytunaavocadowraps,0.03407046859623652,10
captaincookrecipes,ares,tomatochutney,0.027541025200556724,10
captaincookrecipes,ares,tomatomozzarellasalad,0.039917284911945974,10
captaincookrecipes,ares,zoodles,0.036749751984126985,10
captaincookrecipes,entail_prev,blenderbananapancakes,0.10148148148148148,10
captaincookrecipes,entail_prev,breakfastburritos,0.06759259259259259,10
captaincookrecipes,entail_prev,broccolistirfry,0.0829059829059829,10
captaincookrecipes,entail_prev,buttercorncup,0.025641025641025644,10
captaincookrecipes,entail_prev,capresebruschetta,0.15555555555555556,10
captaincookrecipes,entail_prev,cheesepimiento,0.11388888888888889,10
captaincookrecipes,entail_prev,coffee,0.09477124183006536,10
captaincookrecipes,entail_prev,cucumberraita,0.12222222222222223,10
captaincookrecipes,entail_prev,dressedupmeatballs,0.09934640522875816,10
captaincookrecipes,entail_prev,herbomeletwithfriedtomatoes,0.10138888888888889,10
captaincookrecipes,entail_prev,microwaveeggsandwich,0.07008547008547009,10
captaincookrecipes,entail_prev,microwavefrenchtoast,0.07922222229286477,10
captaincookrecipes,entail_prev,microwavemugpizza,0.08296296296296296,10
captaincookrecipes,entail_prev,mugcake,0.09417989417989418,10
captaincookrecipes,entail_prev,panfriedtofu,0.03611111111111111,10
captaincookrecipes,entail_prev,pinwheels,0.02222222222222222,9
captaincookrecipes,entail_prev,ramen,0.07430555555555556,10
captaincookrecipes,entail_prev,sautedmushrooms,0.07426900584795322,10
captaincookrecipes,entail_prev,scrambledeggs,0.10740740740740741,10
captaincookrecipes,entail_prev,spicedhotchocolate,0.03333333333333333,6
captaincookrecipes,entail_prev,spicytunaavocadowraps,0.06604938271604938,10
captaincookrecipes,entail_prev,tomatochutney,0.09722222222222222,10
captaincookrecipes,entail_prev,tomatomozzarellasalad,0.04555555555555556,10
captaincookrecipes,entail_prev,zoodles,0.11031746031746033,10
captaincookrecipes,entail_base,blenderbananapancakes,0.006666666666666667,10
captaincookrecipes,entail_base,breakfastburritos,0.03425925925925926,10
captaincookrecipes,entail_base,broccolistirfry,0.03290598290598291,10
captaincookrecipes,entail_base,buttercorncup,0.02820512820512821,10
captaincookrecipes,entail_base,capresebruschetta,0.02314814814814815,10
captaincookrecipes,entail_base,cheesepimiento,0.09074074074074075,10
captaincookrecipes,entail_base,coffee,0.013725490196078431,10
captaincookrecipes,entail_base,cucumberraita,0.07314814814814814,10
captaincookrecipes,entail_base,dressedupmeatballs,0.03202614379084968,10
captaincookrecipes,entail_base,herbomeletwithfriedtomatoes,0.027083333333333334,10
captaincookrecipes,entail_base,microwaveeggsandwich,0.015384615384615385,10
captaincookrecipes,entail_base,microwavefrenchtoast,0.019444444444444445,10
captaincookrecipes,entail_base,microwavemugpizza,0.0,10
captaincookrecipes,entail_base,mugcake,0.021164021164021163,10
captaincookrecipes,entail_base,panfriedtofu,0.035555555555555556,10
captaincookrecipes,entail_base,pinwheels,0.029166666666666667,9
captaincookrecipes,entail_base,ramen,0.050694444444444445,10
captaincookrecipes,entail_base,sautedmushrooms,0.012280701754385965,10
captaincookrecipes,entail_base,scrambledeggs,0.036111111111111115,10
captaincookrecipes,entail_base,spicedhotchocolate,0.0,6
captaincookrecipes,entail_base,spicytunaavocadowraps,0.0154320987654321,10
captaincookrecipes,entail_base,tomatochutney,0.013333333333333332,10
captaincookrecipes,entail_base,tomatomozzarellasalad,0.04555555555555556,10
captaincookrecipes,entail_base,zoodles,0.019047619047619046,10
